230
1463
359
491
2142
3338
2828
197
3486
2511
692
422
2163
1450
3845
3940
3463
2917
1199
965
617
1824
3699
3360
3996
2876
1920
1604
2435
2247
591
1588
1725
59
1642
2102
1556
2017
3822
3195
3433
2866
1754
3683
130
3332
1854
1916
501
2858
